gene	chromosome	start	end	log2	depth	weight	probes
ENSG00000110074	chr11	126269204	126290392	-0.668666	96.634	8.33819	11
ENSG00000150455	chr11	126293366	126304283	-0.985407	104.583	2.49331	3
ENSG00000254905	chr11	126293366	126304283	-0.985407	104.583	2.49331	3
ENSG00000110063	chr11	126304078	126357924	-0.762378	75.9271	4.61766	6
ENSG00000110080	chr11	126406459	126445105	-0.701554	106.872	11.3184	16
ENSG00000149571	chr11	126424579	126655646	-0.704044	89.2776	11.1301	17
ENSG00000043039	chr11	129376033	129585262	0.387876	164.621	5.23803	6
ENSG00000151715	chr11	129852480	129864852	0.342617	302.844	4.10652	5
ENSG00000170322	chr11	129864722	129902518	0.237782	268.589	19.9514	25
ENSG00000084234	chr11	130109426	130159477	0.221528	265.253	13.7144	18
ENSG00000149418	chr11	130188527	130233493	0.259949	188.499	12.1079	14
ENSG00000196323	chr11	130236792	130369042	0.284934	321.806	7.03308	9
ENSG00000134917	chr11	130405555	130448471	0.484476	267.951	7.75293	9
ENSG00000166106	chr11	130448971	130672478	0.309789	157.966	8.76375	12
ENSG00000166118	chr11	133842036	133898004	0.312433	243.91	5.38913	7
ENSG00000255348	chr11	134178819	134192911	0.375843	324.94	3.26968	5
ENSG00000151500	chr11	134248322	134256650	0.277283	293.87	6.32013	9
ENSG00000151498	chr11	134256545	134276240	0.294477	203.058	3.93985	6
LRG_448	chr11	134256545	134276240	0.294477	203.058	3.93985	6
ENSG00000166105	chr11	134276740	134331559	0.20018	227.257	14.282	19
ENSG00000149328	chr11	134342751	134382026	0.534388	349.342	11.5338	16
ENSG00000287698	chr12	1801042	1810340	-0.225598	125.534	2.58585	3
ENSG00000246627	chr12	2677092	2761299	-0.276526	142.922	6.3905	9
ENSG00000283297	chr12	2849233	2858892	-0.406299	151.738	3.54813	4
ENSG00000171792	chr12	2885364	2907487	-0.332224	156.835	3.81218	4
ENSG00000139180	chr12	4654289	4720175	0.202008	231.331	8.89923	11
ENSG00000256654	chr12	4911376	5043645	0.273948	265.929	5.75294	7
ENSG00000111262	chr12	4911376	5043645	0.273948	265.929	5.75294	7
ENSG00000185652	chr12	5432323	5562798	-0.306915	93.2046	5.17308	6
ENSG00000067182	chr12	6330264	6348255	-0.228232	202.164	4.18485	6
LRG_193	chr12	6330264	6348255	-0.228232	202.164	4.18485	6
ENSG00000269968	chr12	6537866	6540590	-0.249212	160.379	2.76532	3
ENSG00000010295	chr12	6540480	6557124	-0.231734	162.05	8.50141	10
ENSG00000111644	chr12	6638279	6651236	-0.270458	175.086	8.9513	11
ENSG00000139200	chr12	6695035	6723839	-0.445806	95.4924	3.7209	5
ENSG00000159335	chr12	6769600	6772912	-0.339158	145.864	2.20692	4
ENSG00000111665	chr12	6845583	6855528	-0.310768	197.149	3.60063	7
ENSG00000010626	chr12	6905631	6916731	0.202791	264.381	5.42039	7
ENSG00000111678	chr12	6944473	6946741	-0.544656	80.0767	2.35666	3
ENSG00000184344	chr12	7689875	7711068	-0.290928	159.496	4.39891	5
ENSG00000205857	chr12	7765285	7789132	-0.322465	84.1108	2.14675	3
ENSG00000166527	chr12	8515233	8534135	0.202862	223.588	4.56039	5
ENSG00000139187	chr12	8989633	9063825	-0.244031	144.18	6.13139	8
ENSG00000257105	chr12	8989633	9008472	-0.235523	188.288	3.00008	4
ENSG00000111788	chr12	9288205	9418699	-0.214826	163.404	12.7665	18
ENSG00000110848	chr12	9753478	9827042	0.203092	239.833	4.08251	6
ENSG00000139112	chr12	10218060	10307575	-0.288253	122.662	3.30251	4
ENSG00000134539	chr12	10308075	10358504	-0.226912	157.583	4.32791	6
ENSG00000111196	chr12	10607851	10620350	-0.279808	201.747	3.6168	5
ENSG00000212126	chr12	10985958	10997165	0.231728	355.184	3.16805	4
ENSG00000256436	chr12	11030405	11046519	0.307527	383.979	1.99477	4
ENSG00000256188	chr12	11133284	11185490	0.403825	354.135	3.71307	5
ENSG00000251655	chr12	11355487	11522828	0.370908	145.805	1.98756	4
ENSG00000111341	chr12	14882092	14914232	-0.363932	135.05	4.31444	5
ENSG00000023734	chr12	15883538	15911414	-0.295443	197.881	8.62833	10
ENSG00000121351	chr12	21373349	21437228	0.21501	214.454	2.47095	3
ENSG00000004700	chr12	21470191	21501950	-0.25684	174.348	10.9491	14
ENSG00000134548	chr12	21526470	21542593	-0.25086	238.68	5.91367	8
ENSG00000123095	chr12	26123627	26195170	0.20296	247.852	4.50169	5
ENSG00000064115	chr12	26973962	27022840	-0.237025	188.885	10.4181	12
ENSG00000214700	chr12	27081173	27297856	0.337675	428.798	3.49178	5
ENSG00000139146	chr12	31282709	31385754	-0.24003	131.683	7.41267	9
ENSG00000177340	chr12	31324843	31385754	-0.335235	69.2219	2.55912	3
ENSG00000170456	chr12	31387602	31540469	0.230047	326.189	16.2788	22
ENSG00000188375	chr12	31791756	31980453	0.378612	207.975	2.34132	3
ENSG00000245482	chr12	34023959	34347405	0.599699	356.591	2.37863	6
ENSG00000139133	chr12	34023959	34347405	0.599699	356.591	2.37863	6
ENSG00000175548	chr12	38318179	38488900	0.358239	298.424	2.84711	5
ENSG00000151233	chr12	42087788	42143923	-0.234929	148.1	7.93152	9
ENSG00000015153	chr12	42160586	42313200	-0.54243	79.5794	5.37859	8
ENSG00000134283	chr12	42313064	42458777	-0.207528	180.775	17.5085	21
ENSG00000139168	chr12	42313064	42332704	-0.401759	173.851	6.42803	8
ENSG00000151239	chr12	43795582	43844149	-0.207502	189.922	9.21431	11
ENSG00000257433	chr12	47710733	47743678	-0.208575	177.61	13.5145	18
ENSG00000079337	chr12	47737564	47770356	-0.254822	132.697	16.5174	21
ENSG00000211584	chr12	47779027	47783888	-0.314654	150.278	2.52995	4
ENSG00000079387	chr12	48045320	48107455	0.229149	350.847	12.2367	18
ENSG00000269514	chr12	48202336	48328789	-0.299959	102.336	2.97979	5
ENSG00000172640	chr12	48202336	48328789	-0.299959	102.336	2.97979	5
ENSG00000187166	chr12	48329289	48342470	-0.510368	43.6839	2.45844	3
ENSG00000139223	chr12	48472662	48483363	0.373666	403.482	2.40427	3
ENSG00000198678	chr12	48559896	48568594	0.33206	384.596	3.81874	5
ENSG00000169884	chr12	48966092	48978756	-0.401497	109.073	5.66059	6
ENSG00000167550	chr12	49065100	49089356	0.211424	249.781	6.50138	8
ENSG00000178401	chr12	49348870	49460510	0.254222	285.444	3.43471	5
ENSG00000139644	chr12	49752463	49780018	0.27448	271.509	6.28247	8
ENSG00000167566	chr12	49791838	49837868	-0.320868	103.135	15.1402	19
ENSG00000257378	chr12	49954627	49962382	0.210788	167.41	2.10268	3
ENSG00000161798	chr12	49962015	49973374	0.227979	199.217	3.46018	5
ENSG00000257256	chr12	50222018	50231712	0.232603	311.989	2.72833	3
ENSG00000185958	chr12	50330572	50349828	-0.224454	124.692	2.56711	4
ENSG00000185432	chr12	50925036	50953498	-0.207855	144.289	3.69244	4
ENSG00000110911	chr12	50981725	51047775	-0.213641	187.868	16.0845	19
ENSG00000184271	chr12	51190244	51238405	0.27129	225.701	3.77753	5
ENSG00000196876	chr12	51662817	51822424	0.243484	312.748	23.8884	34
LRG_1389	chr12	51662817	51822424	0.243484	312.748	23.8884	34
ENSG00000257500	chr12	52424514	52428745	0.274471	302.135	2.54934	4
ENSG00000205420	chr12	52487717	52514439	0.217673	237.1	6.36652	9
ENSG00000139648	chr12	52544529	52566466	0.231292	252.662	6.34003	10
ENSG00000186049	chr12	52608193	52644516	0.204707	227.888	6.34867	11
ENSG00000172867	chr12	52645532	52674690	0.241951	264.169	6.24145	9
ENSG00000063046	chr12	53016474	53049250	-0.238471	203.731	12.2303	15
ENSG00000139631	chr12	53158508	53181992	-0.242966	154.394	10.4792	13
ENSG00000139546	chr12	53502012	53506895	0.224618	264.674	5.65008	8
ENSG00000170653	chr12	53517136	53664811	0.227374	239.763	9.50918	13
ENSG00000139572	chr12	54362658	54370723	-0.324424	222.294	2.82864	5
ENSG00000161642	chr12	54370623	54396378	-0.264419	164.157	5.01809	6
ENSG00000170627	chr12	54459106	54497287	-0.243189	163.027	6.11562	8
ENSG00000205329	chr12	55331698	55364608	0.368549	325.912	4.24112	5
ENSG00000205327	chr12	55492360	55550724	0.211507	217.85	4.48195	5
ENSG00000205323	chr12	55757509	55817163	-0.260865	151.753	8.58618	10
ENSG00000135469	chr12	56267284	56273256	0.216154	345.383	4.60498	6
ENSG00000258260	chr12	56267710	56270319	0.362625	400.169	2.97555	4
ENSG00000110944	chr12	56339042	56343533	-0.201163	190.62	3.88892	5
ENSG00000110958	chr12	56664773	56700279	-0.350108	113.863	6.68539	8
ENSG00000196531	chr12	56712535	56734245	-0.274245	202.966	15.158	22
ENSG00000285625	chr12	56714599	56744123	-0.288658	185.313	15.193	21
ENSG00000259125	chr12	57144969	57149018	-0.209474	158.696	2.74385	3
ENSG00000182379	chr12	57216967	57229813	-0.412804	124.636	2.49469	3
ENSG00000135452	chr12	57741909	57750767	0.202885	305.364	6.54504	8
ENSG00000255850	chr12	63805231	63983444	0.406906	240.537	2.53267	3
ENSG00000287618	chr12	64108929	64141792	-0.210854	159.701	6.14728	7
ENSG00000255817	chr12	64108929	64126159	-0.24946	189.255	3.44174	4
ENSG00000156076	chr12	65051346	65169094	-0.276605	151.683	8.06327	10
ENSG00000258168	chr12	70524469	70544663	0.314748	399.078	6.1086	10
ENSG00000127329	chr12	70524469	70656201	0.321306	343.931	22.2038	33
ENSG00000236333	chr12	72272764	72286178	-0.254818	80.2277	2.86679	3
ENSG00000180481	chr12	75391114	75480378	0.276656	219.721	6.29273	9
ENSG00000258077	chr12	75964031	76030033	-0.233795	136.181	2.51282	3
ENSG00000111046	chr12	80707717	80717313	-0.209451	192.606	4.59686	5
ENSG00000111052	chr12	80811462	81077618	-0.235043	63.0596	7.52349	10
ENSG00000198774	chr12	85804701	85835654	0.361331	400.571	2.67183	5
ENSG00000258128	chr12	87783827	87979828	0.361047	207.417	2.32291	3
ENSG00000133641	chr12	88035512	88050433	-0.209457	187.231	7.46459	9
ENSG00000049130	chr12	88505158	88734374	-0.275351	135.114	9.28859	11
ENSG00000274021	chr12	89350817	89420650	-0.216971	67.4587	3.36777	4
ENSG00000120833	chr12	93574719	93679074	-0.245619	192.916	2.6634	3
ENSG00000185046	chr12	98727170	100037757	-0.981168	137.509	40.9372	48
ENSG00000180219	chr12	99648172	99655210	0.238872	321.387	3.50021	4
ENSG00000120805	chr12	101396331	101476402	0.439016	293.041	2.82465	5
ENSG00000120860	chr12	102025973	102073851	0.384448	165.343	5.96131	7
ENSG00000075188	chr12	102074351	102147729	-0.2198	145.954	9.6432	11
ENSG00000257737	chr12	103655248	103660765	0.204637	316.726	2.16775	3
ENSG00000286410	chr12	104861288	104885790	-0.262054	122.931	2.6543	3
ENSG00000257758	chr12	104977134	104986469	-0.209897	139.986	3.77572	5
ENSG00000258136	chr12	107739380	107760517	-0.205092	212.699	9.39128	12
ENSG00000189046	chr12	109088203	109097813	-0.321562	216.183	3.41313	4
ENSG00000076248	chr12	109097677	109138903	-0.244793	160.567	6.53601	8
LRG_124	chr12	109097677	109138903	-0.244793	160.567	6.53601	8
ENSG00000139438	chr12	109744144	109783118	-0.289532	49.4558	6.08843	7
ENSG00000255650	chr12	109744144	109783118	-0.289532	49.4558	6.08843	7
ENSG00000186710	chr12	113152782	113161384	-0.758189	94.7057	3.36991	4
ENSG00000123064	chr12	113158874	113187050	-0.25371	143.25	14.3962	19
ENSG00000176834	chr12	118068376	118135707	-0.282711	187.049	5.77498	8
ENSG00000255857	chr12	120211890	120213990	-0.368373	123.342	2.85386	3
ENSG00000089159	chr12	120211890	120265115	-0.255184	116.916	12.1991	14
ENSG00000286067	chr12	120219205	120222999	-0.246605	148.592	4.47903	5
ENSG00000111780	chr12	120438124	120462164	-0.202432	173.622	6.24195	8
ENSG00000257218	chr12	120446654	120464124	-0.231617	181.022	4.09079	5
ENSG00000111786	chr12	120462016	120495919	-0.226834	152.023	4.24806	5
ENSG00000167272	chr12	120579315	120640183	0.211573	223.735	3.97969	5
ENSG00000110917	chr12	120694088	120709972	0.280203	336.792	2.73699	5
ENSG00000122971	chr12	120737353	120765072	-0.248945	132.187	5.76282	7
ENSG00000241388	chr12	120978625	120989034	-0.216503	97.3532	2.53272	3
ENSG00000135100	chr12	120978625	121004252	-0.20656	121.864	7.02052	10
LRG_522	chr12	120978625	121004252	-0.20656	121.864	7.02052	10
ENSG00000135124	chr12	121210162	121244129	-0.220354	206.5	6.85726	10
ENSG00000110931	chr12	121244122	121307977	-0.211418	130.369	9.56579	12
ENSG00000139718	chr12	121819403	121839840	-0.272323	158.043	3.18882	5
ENSG00000110801	chr12	121894736	121921685	-0.364841	146.136	3.91164	5
ENSG00000256950	chr12	121894736	121923992	-0.345407	165.939	4.89752	6
ENSG00000284934	chr12	122208378	122232429	0.225333	340.645	6.78815	8
ENSG00000184047	chr12	122208378	122232429	0.225333	340.645	6.78815	8
ENSG00000256249	chr12	122702117	122716446	-0.20961	215.959	7.08797	8
ENSG00000255398	chr12	122715573	122728796	-0.343551	163.25	4.5024	5
ENSG00000130921	chr12	123253672	123265324	-0.336706	198.483	2.37418	3
ENSG00000183955	chr12	123384196	123423159	-0.261648	202.503	6.02105	7
ENSG00000184209	chr12	123459888	123475750	-0.387428	182.798	4.55819	5
ENSG00000287242	chr12	124787403	124810291	-0.232607	182.715	3.35405	5
ENSG00000150991	chr12	124911711	124947299	0.583214	257.046	1.42707	3
ENSG00000214043	chr12	126444965	126605272	0.309514	247.444	1.88001	4
ENSG00000189238	chr12	126744795	126895481	0.389145	268.942	2.13545	3
ENSG00000256128	chr12	126744795	126895481	0.389145	268.942	2.13545	3
ENSG00000181234	chr12	128415026	128793531	-0.25788	59.5577	8.68667	13
ENSG00000286394	chr12	129699807	129700700	-0.346433	126.622	2.0599	3
ENSG00000185684	chr12	132104020	132138769	-0.465418	108.158	5.27517	8
ENSG00000204583	chr12	132603401	132618314	-0.246552	62.6227	2.52346	3
ENSG00000121741	chr13	19993062	20141480	0.200425	278.481	19.1594	26
ENSG00000151846	chr13	25096196	25141035	0.271561	345.824	6.92132	8
ENSG00000139505	chr13	25249229	25301271	-0.221672	165.384	12.5349	16
ENSG00000122033	chr13	27435672	27547832	0.206453	243.319	4.57528	5
ENSG00000165556	chr13	27963112	27988637	-0.241413	195.639	1.76092	3
ENSG00000189403	chr13	30462483	30620638	0.462899	371.102	2.70582	4
ENSG00000244754	chr13	32436380	32648270	0.203884	284.384	16.2208	21
ENSG00000133116	chr13	33053764	33105090	0.216084	295.644	7.86776	9
ENSG00000172915	chr13	35040931	35774034	0.213047	244.539	60.4547	78
ENSG00000133101	chr13	36433030	36568871	0.254517	281.495	7.70402	9
ENSG00000180138	chr13	37104240	37229715	0.393721	369.357	4.4474	5
ENSG00000223685	chr13	38349917	38354298	0.355446	383.559	2.75785	4
ENSG00000133115	chr13	38966822	39010862	0.202752	218.106	5.96942	8
ENSG00000188811	chr13	39038637	39195930	0.240169	257.698	6.61374	8
ENSG00000102743	chr13	40793224	40911805	0.238355	300.297	5.45753	7
ENSG00000168852	chr13	40911789	40932922	0.274579	238.684	2.76679	5
ENSG00000239827	chr13	40911789	40932922	0.274579	238.684	2.76679	5
ENSG00000165572	chr13	41130484	41191700	0.206376	304.541	7.14392	9
ENSG00000123200	chr13	45959482	46053800	0.209154	313.998	21.1192	27
ENSG00000102445	chr13	46343311	46649698	0.203464	269.096	13.0672	15
ENSG00000231607	chr13	50011932	50171588	0.243683	271.553	10.5166	14
ENSG00000204977	chr13	50011932	50049061	0.202343	331.847	7.2158	9
ENSG00000198553	chr13	50015491	50049061	0.218227	320.263	3.84347	4
ENSG00000176124	chr13	50082436	50842687	0.229857	85.3431	10.5638	13
ENSG00000123201	chr13	51016165	51221999	0.319192	290.177	6.5339	8
ENSG00000278722	chr13	57632544	57634085	-0.208188	148.063	4.35907	5
ENSG00000227528	chr13	60015910	60093125	-0.225998	70.9239	4.21629	5
ENSG00000204899	chr13	72710319	72729095	0.256805	351.083	1.99165	3
ENSG00000178695	chr13	76885168	76952650	-0.575799	114.449	2.39143	3
ENSG00000215417	chr13	91350604	91398544	0.297926	305.933	5.99603	7
ENSG00000125249	chr13	97434468	97627761	0.292199	164.56	3.46706	4
ENSG00000043355	chr13	99982601	100088618	0.244929	187.56	3.09672	4
ENSG00000134864	chr13	100530095	100605144	-0.216542	257.872	1.65418	3
ENSG00000175820	chr13	102729450	102766582	0.296499	398.129	4.2851	6
ENSG00000134884	chr13	106543993	106718814	0.2507	202.372	5.43443	8
ENSG00000232814	chr13	110503118	110512193	0.204156	212.049	3.21561	5
ENSG00000197595	chr13	112679377	112784632	-0.236218	71.5203	2.74088	3
ENSG00000185974	chr13	113667385	113750048	0.222207	199.415	3.97673	5
ENSG00000176312	chr14	19759909	19779820	0.254116	319.349	3.04493	4
ENSG00000176299	chr14	19780320	19827755	0.40251	490.27	3.53443	5
ENSG00000165762	chr14	19876265	19920104	0.385057	320.588	4.16607	5
ENSG00000176281	chr14	19920604	19935164	0.526344	353.52	4.41968	5
ENSG00000169484	chr14	20014258	20033341	-0.331864	144.508	3.76933	5
ENSG00000176253	chr14	20033841	20059542	-0.21879	169.961	3.18043	4
ENSG00000176246	chr14	20060042	20116904	0.220569	297.569	4.60576	5
ENSG00000184394	chr14	20143733	20197593	0.22395	441.236	2.64069	4
ENSG00000100823	chr14	20455643	20458704	-0.328713	210.555	4.50231	6
ENSG00000198805	chr14	20472305	20510795	-0.276824	170.075	4.51323	6
LRG_91	chr14	20472305	20510795	-0.276824	170.075	4.51323	6
ENSG00000258908	chr14	20474770	20510795	-0.269522	178.069	3.29201	4
ENSG00000182545	chr14	20510466	20556766	-0.346843	173.703	1.7686	3
ENSG00000129538	chr14	20801595	20891184	0.224603	161.773	2.80207	3
ENSG00000169397	chr14	20891684	20919141	0.237649	279.417	2.6057	3
ENSG00000258918	chr14	20919641	20955269	0.376738	333.542	2.23535	3
ENSG00000258772	chr14	20919641	20955269	0.376738	333.542	2.23535	3
ENSG00000136315	chr14	20919641	20955269	0.376738	333.542	2.23535	3
ENSG00000169385	chr14	20955769	20989500	0.415917	287.507	2.52431	3
ENSG00000092200	chr14	21294675	21352820	0.226389	380.585	16.2831	24
ENSG00000165821	chr14	21522701	21570036	-0.237902	147.891	11.5404	14
ENSG00000169208	chr14	21569800	21621946	-0.25225	208.545	3.82551	5
ENSG00000211778	chr14	21736218	21748689	-0.287064	79.0589	2.10948	3
ENSG00000211783	chr14	21811501	21825007	-0.369332	52.6501	1.47867	3
ENSG00000211788	chr14	21868861	21887458	0.309408	178.643	2.38849	3
ENSG00000211789	chr14	21887958	21894606	-0.233015	233.858	2.55617	3
ENSG00000211790	chr14	21894559	21918306	0.272225	296.944	2.65543	3
ENSG00000211794	chr14	21965506	21978178	0.36769	217.241	2.32807	3
ENSG00000211797	chr14	21997685	22003256	-0.453256	150.089	1.42999	3
ENSG00000211798	chr14	22003210	22007677	-0.432573	141.289	2.12426	3
ENSG00000211801	chr14	22052520	22065289	-0.27917	104.191	2.81327	3
ENSG00000211808	chr14	22132552	22147590	-0.250863	98.5893	1.98254	3
ENSG00000211812	chr14	22202582	22207585	-0.290286	147.695	2.41742	3
ENSG00000211829	chr14	22462930	22466315	-0.323012	160.852	2.824	5
ENSG00000256590	chr14	22469040	22478024	-0.582153	134.419	2.08507	3
ENSG00000257285	chr14	22946522	22972940	-0.216597	190.021	7.4753	9
ENSG00000092036	chr14	22946522	22972940	-0.216597	190.021	7.4753	9
ENSG00000100804	chr14	23016633	23042525	-0.29331	194.473	4.2393	6
ENSG00000215271	chr14	23272822	23307983	0.222804	344.662	6.00847	8
ENSG00000258444	chr14	23415378	23416314	0.398589	263.926	2.28056	3
ENSG00000157306	chr14	23522451	23561433	-0.26867	129.448	15.6115	26
ENSG00000136367	chr14	23522451	23556255	-0.269079	125.736	12.2159	20
ENSG00000259431	chr14	23556755	23561433	-0.267197	142.801	3.3956	6
ENSG00000254505	chr14	24210345	24214153	0.208769	281.256	3.25883	6
ENSG00000100949	chr14	24265614	24290356	-0.219992	135.684	10.998	15
ENSG00000139899	chr14	24428283	24431748	-0.427612	115.126	3.47415	4
ENSG00000168952	chr14	24812706	24878272	-0.270602	136.222	5.4892	6
ENSG00000139910	chr14	26447956	26753064	-0.241994	122.592	9.28701	11
ENSG00000197358	chr14	28264553	28432584	-0.217984	140.349	2.80352	3
ENSG00000176165	chr14	28767277	28772855	-0.293327	143.861	3.38442	4
ENSG00000257831	chr14	31293304	31305177	0.252487	369.529	2.9438	5
ENSG00000129515	chr14	34563119	34628957	-0.234717	147.008	9.98635	12
ENSG00000092020	chr14	35085587	35123490	-0.212605	194.168	9.96934	13
ENSG00000100890	chr14	35121899	35291974	-0.239188	176.389	9.95946	12
ENSG00000182400	chr14	39150347	39175394	-0.333305	166.528	5.80185	7
ENSG00000100941	chr14	39175277	39237057	-0.404006	210.092	9.58963	12
ENSG00000185246	chr14	45095239	45118127	0.223584	303.8	8.83469	12
ENSG00000100479	chr14	49647290	49693292	-0.331758	173.307	10.8066	15
ENSG00000100483	chr14	50109696	50118598	-0.427464	183.857	6.39647	7
ENSG00000258745	chr14	50912153	50914817	0.201536	349.266	2.24179	3
ENSG00000186469	chr14	51950649	51978773	0.277664	142.665	3.77161	4
ENSG00000197930	chr14	52646151	52706677	-0.342706	153.642	12.427	16
ENSG00000100522	chr14	52778308	52857874	-0.208101	155.524	4.79024	6
ENSG00000131979	chr14	54843037	54877612	-0.46737	147.891	6.94049	9
ENSG00000168175	chr14	55061681	55136871	-0.294848	115.999	4.48097	5
ENSG00000126775	chr14	55369616	55411099	-0.200413	154.379	8.39159	10
ENSG00000259039	chr14	57581213	57865222	0.202329	276.349	3.52557	4
ENSG00000258583	chr14	58646598	58801470	0.267077	143.395	2.61877	3
ENSG00000050130	chr14	59484525	59510588	0.201781	344.545	3.436	6
ENSG00000184302	chr14	60509221	60645780	-0.251227	71.2054	2.72475	4
ENSG00000100625	chr14	60713404	60734360	-0.21069	172.09	5.70081	7
ENSG00000258445	chr14	60779977	60795714	-0.393189	51.281	1.60375	3
ENSG00000182107	chr14	61280089	61321599	-0.526774	36.0124	2.78586	3
ENSG00000258989	chr14	61529072	61570197	0.202743	198.161	4.69086	5
ENSG00000214770	chr14	64338119	64387759	-0.449442	13.6667	1.88669	3
LRG_530	chr14	65076450	65266308	-0.265336	146.869	6.76315	8
ENSG00000259118	chr14	65084177	65101631	-0.386533	180.066	2.73464	3
ENSG00000198133	chr14	67473417	67541367	-0.406822	40.72	2.12716	3
ENSG00000100632	chr14	69380535	69399467	-0.565677	158.949	4.0755	5
ENSG00000029364	chr14	69398228	69484465	-0.335984	148.872	9.58029	12
ENSG00000235812	chr14	70245752	70325830	0.212503	254.247	5.54885	6
ENSG00000133997	chr14	70584810	70641628	-0.238297	177.658	7.23359	8
ENSG00000259115	chr14	70593265	70641628	-0.256931	132.27	4.54783	5
ENSG00000286333	chr14	72518348	72561914	-0.241552	146.428	6.52475	8
ENSG00000119673	chr14	73569238	73591457	0.2735	218.818	1.78216	3
ENSG00000273711	chr14	73874020	73892210	0.243597	297.118	5.83605	7
ENSG00000119640	chr14	75053441	75070839	0.240144	348.039	2.07912	4
ENSG00000071246	chr14	76769960	76789215	-0.311496	179.169	3.50944	5
ENSG00000119669	chr14	77025399	77105206	-0.31362	87.1157	6.61855	7
LRG_371	chr14	77512281	77615945	-0.241745	157.469	12.9583	16
ENSG00000100596	chr14	77512281	77615945	-0.241745	157.469	12.9583	16
ENSG00000100604	chr14	92924196	92941906	-0.415824	113.205	5.99646	7
ENSG00000140067	chr14	93925269	93934794	-0.277006	133.753	5.328	6
ENSG00000186910	chr14	94443075	94462590	0.201415	269.952	4.35909	5
ENSG00000187621	chr14	95663442	95685965	-0.23291	150.986	5.3	7
ENSG00000197119	chr14	100292448	100307956	-0.77291	63.1522	3.99313	5
ENSG00000258504	chr14	100292448	100306234	-0.859036	53.0535	3.04968	4
ENSG00000258861	chr14	101046454	101054759	-0.243197	125.709	4.51058	6
ENSG00000197406	chr14	101561496	101729954	0.288331	132.523	2.8466	4
ENSG00000080823	chr14	102227014	102319265	-0.332273	108.641	12.2535	14
ENSG00000205436	chr14	103100217	103120456	-0.314449	73.5747	4.80166	7
ENSG00000156411	chr14	103913874	103940308	-0.226626	93.1338	2.19678	3
ENSG00000066735	chr14	104152014	104243780	-0.297784	53.8951	6.36237	8
ENSG00000258986	chr14	104587746	104677194	-0.316453	63.1534	3.78967	4
ENSG00000203485	chr14	104701363	104735124	-0.297432	124.482	12.5437	19
ENSG00000185100	chr14	104735017	104753321	-0.262546	169.177	8.75245	11
ENSG00000184990	chr14	104753199	104770422	-0.423162	92.5589	4.23557	5
ENSG00000257622	chr14	105152158	105208998	-0.211149	122.31	6.3306	9
ENSG00000183828	chr14	105173018	105208998	-0.270009	105.935	4.03344	6
ENSG00000184887	chr14	105249156	105252581	-0.333527	138.241	5.29823	6
ENSG00000182809	chr14	105478263	105488262	-0.415232	91.7592	3.12469	5
ENSG00000185347	chr14	105491621	105528332	-0.215987	61.2002	3.89138	6
ENSG00000184986	chr14	105528832	105586386	-0.519442	20.1156	2.09353	3
ENSG00000211896	chr14	105742215	105765413	0.26144	169.857	3.19321	4
ENSG00000211897	chr14	105765913	105836650	0.407195	192.118	3.4292	5
ENSG00000244620	chr14	105891190	105897987	-0.945507	109.528	4.26684	5
ENSG00000211937	chr14	106037901	106122578	0.248168	296.998	2.62887	3
ENSG00000211951	chr14	106301394	106374114	0.346083	317.555	2.6187	3
ENSG00000211959	chr14	106421428	106507302	0.214434	283.896	2.21818	3
ENSG00000270816	chr14	106506995	106557248	0.4745	394.012	2.34771	4
ENSG00000211961	chr14	106506995	106511552	0.476401	365.592	1.90211	3
ENSG00000211968	chr14	106622356	106658181	0.666552	474.421	1.50403	3
ENSG00000188403	chr15	19964655	20228877	0.435347	454.712	1.46303	3
ENSG00000285472	chr15	22080858	22125978	0.332399	318.512	2.31518	3
ENSG00000274102	chr15	22080858	22125978	0.332399	318.512	2.31518	3
ENSG00000276550	chr15	22542722	22613705	-0.226826	172.886	2.28308	4
ENSG00000275325	chr15	22732720	22810246	-0.400796	84.1986	2.90468	4
ENSG00000254585	chr15	23643992	23685749	-0.212605	94.1604	4.00343	5
ENSG00000261069	chr15	25087659	25091878	0.38849	401.856	2.41501	3
ENSG00000259647	chr15	30044722	30199331	-0.575621	125.016	1.97508	3
ENSG00000260174	chr15	30044722	30199331	-0.575621	125.016	1.97508	3
ENSG00000175344	chr15	32030895	32329181	0.247431	160.178	6.8512	9
ENSG00000198838	chr15	33311044	33866730	0.201871	290.092	78.2238	106
ENSG00000259408	chr15	33853043	33857914	0.510666	490.84	1.86459	4
ENSG00000259287	chr15	33859573	33865226	0.257643	290.644	3.13519	4
ENSG00000134153	chr15	34084331	34102780	-0.247119	199.982	4.39913	6
ENSG00000134152	chr15	34146758	34224612	-0.211828	150.215	6.86475	8
ENSG00000182117	chr15	34341965	34346037	0.220129	278.055	2.49127	3
LRG_345	chr15	34341965	34346037	0.220129	278.055	2.49127	3
ENSG00000184507	chr15	34345941	34359747	-0.219134	202.052	13.9744	17
ENSG00000259917	chr15	34489004	34527834	-0.296997	193.065	5.23449	7
ENSG00000250007	chr15	34790409	34857108	0.221065	325.448	5.12839	6
LRG_388	chr15	34790409	34857108	0.221065	325.448	5.12839	6
ENSG00000159251	chr15	34790409	34857108	0.221065	325.448	5.12839	6
ENSG00000166068	chr15	38299335	38453659	-0.479651	147.383	9.33691	11
ENSG00000171262	chr15	38454159	38490688	-0.250253	208.499	5.77707	7
