ensg	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Log10[padj]	Gene stable ID	Gene name
ENSG00000213875	1.32327065	0.592137753	1.346718037	0.43968948	0.660162023	0.731449733	0.1358155143	ENSG00000213875	
ENSG00000158793	127.4659855	0.592015327	0.220578275	2.683924001	0.007276364	0.019832754	1.702616975	ENSG00000158793	NIT1
ENSG00000244073	5.383219284	0.592011962	0.588798922	1.00545694	0.314676874	0.409164464	0.3881020919	ENSG00000244073	RPS4XP6
ENSG00000175352	321.6435937	0.591958667	0.318703071	1.85739869	0.063254453	0.11704702	0.9316396389	ENSG00000175352	NRIP3
ENSG00000257176	25.59392149	0.591515787	0.277964483	2.128026507	0.033334886	0.070276159	1.1531919832	ENSG00000257176	
ENSG00000235701	19.52513523	0.591411154	0.293400003	2.015716249	0.043829655	0.087439403	1.0582928162	ENSG00000235701	PCBP2P1
ENSG00000143458	200.7547996	0.591216141	0.176293097	3.353597789	0.000797682	0.002861717	2.5433733166	ENSG00000143458	GABPB2
ENSG00000250202	1.04616541	0.591202329	1.216242976	0.486088998	0.626904067	0.70300616	0.1530408695	ENSG00000250202	
ENSG00000114857	2654.197776	0.590891423	0.143025101	4.131382654	3.61E-05	0.000173389	3.7609784581	ENSG00000114857	NKTR
ENSG00000188033	53.79170829	0.59082182	0.243515307	2.426220463	0.015256999	0.036924122	1.4326898228	ENSG00000188033	ZNF490
ENSG00000240891	33.84929149	0.590719659	0.30338855	1.947073016	0.051525981	0.099465695	1.0023266785	ENSG00000240891	PLCXD2
ENSG00000284697	3.758801262	0.590618785	0.657450443	0.898347231	0.369000459	0.463697481	0.3337652634	ENSG00000284697	
ENSG00000213707	21.89588097	0.589727221	0.310558824	1.898922766	0.057574632	0.108527157	0.9644615737	ENSG00000213707	HMGB1P10
ENSG00000172508	1.83567149	0.589645297	1.073569388	0.54923818	0.582842006	0.663403864	0.1782220033	ENSG00000172508	CARNS1
ENSG00000120963	242.119988	0.589643531	0.159392636	3.699314753	0.000216182	0.000887038	3.0520577749	ENSG00000120963	ZNF706
ENSG00000224550	5.895388228	0.589344918	0.485825553	1.21307929	0.225099507	0.314663736	0.5021533053	ENSG00000224550	NDUFA4P1
ENSG00000141349	28.91103344	0.589344428	0.304661451	1.93442402	0.053061016	0.101747498	0.9924762614	ENSG00000141349	G6PC3
ENSG00000185862	7.852292627	0.5892602	0.437430599	1.347094148	0.177949913	0.261150625	0.5831089304	ENSG00000185862	EVI2B
ENSG00000244378	13.52730445	0.589259433	0.351372027	1.677024316	0.093537727	0.158723541	0.7993586563	ENSG00000244378	RPS2P45
ENSG00000164754	79.38681503	0.589171022	0.189016242	3.117039133	0.001826773	0.00598942	2.2226152315	ENSG00000164754	RAD21
ENSG00000135317	382.3262811	0.589107672	0.092862757	6.343852915	2.24E-10	2.33E-09	8.632644079	ENSG00000135317	SNX14
ENSG00000170185	533.6552265	0.589094649	0.134778059	4.370849774	1.24E-05	6.46E-05	4.189767482	ENSG00000170185	USP38
ENSG00000274346	3.716388753	0.589014242	0.700246101	0.84115319	0.400262121	0.494647768	0.3057039462	ENSG00000274346	
ENSG00000074266	167.7991685	0.58899599	0.147873927	3.983095629	6.80E-05	0.000310126	3.5084618223	ENSG00000074266	EED
ENSG00000169641	1778.232219	0.58883757	0.104619014	5.628399144	1.82E-08	1.46E-07	6.8356471442	ENSG00000169641	LUZP1
ENSG00000198590	130.7723782	0.588787707	0.168698623	3.490174946	0.000482704	0.00182938	2.7376960732	ENSG00000198590	C3orf35
ENSG00000188419	8.750048853	0.588724996	0.412120596	1.428526024	0.15314051	0.232389506	0.6337834873	ENSG00000188419	CHM
ENSG00000164615	265.4871486	0.58857309	0.126020684	4.67044832	3.01E-06	1.74E-05	4.7594507517	ENSG00000164615	CAMLG
ENSG00000260060	21.221053	0.588496294	0.31851812	1.847606952	0.064659223	0.119026568	0.9243560886	ENSG00000260060	
ENSG00000215045	1.414929489	0.588441607	1.062552373	0.553800097	0.579715662	0.660903953	0.1798616505	ENSG00000215045	GRID2IP
ENSG00000261879	11.74895378	0.588379292	0.435294427	1.351681197	0.176477323	0.259351989	0.586110417	ENSG00000261879	ZNF594-DT
ENSG00000198719	85.14125817	0.588311355	0.508396877	1.15718916	0.247195085	0.33869286	0.4701939586	ENSG00000198719	DLL1
ENSG00000087589	1.691906238	0.588243695	0.938402295	0.626856624	0.530753222	0.616553896	0.2100289536	ENSG00000087589	CASS4
ENSG00000234155	6.400903428	0.588088441	0.463687914	1.268285033	0.20469618	0.291674591	0.5351014024	ENSG00000234155	LINC02535
ENSG00000254187	1.674656316	0.588063481	0.882695319	0.666213436	0.505274686	0.59345833	0.2266097699	ENSG00000254187	
ENSG00000119650	77.54352536	0.587866602	0.177693231	3.308322985	0.000938565	0.003311299	2.480001602	ENSG00000119650	IFT43
ENSG00000219607	1.408058998	0.587540581	0.92262935	0.636811067	0.524247916	0.610568394	0.2142656807	ENSG00000219607	PPP1R3G
ENSG00000231473	3.862506325	0.587401719	0.665581542	0.882539076	0.377485358	0.472157097	0.325913478	ENSG00000231473	RB1-DT
ENSG00000212305	8.386060729	0.587358034	0.546266819	1.075221876	0.282275404	0.376462312	0.4242784949	ENSG00000212305	RNU6-679P
ENSG00000102172	454.015924	0.586853934	0.280440008	2.092618451	0.036383228	0.075406689	1.122590128	ENSG00000102172	SMS
ENSG00000230870	3.645063937	0.586151134	0.625194307	0.937550338	0.348475543	0.443072943	0.3535247701	ENSG00000230870	FBXW11P1
ENSG00000226478	2.275881581	0.586020243	0.738965482	0.793027899	0.427761569	0.521070659	0.2831033809	ENSG00000226478	UPF3AP1
ENSG00000161681	1.831547403	0.585895821	0.859865323	0.681380915	0.495630496	0.584721789	0.2330507224	ENSG00000161681	SHANK1
ENSG00000206901	0.821921284	0.585792421	1.307388861	0.448062882	0.654107815	0.726617256	0.1386942926	ENSG00000206901	SNORA72
ENSG00000078177	571.7212426	0.585784019	0.134903963	4.342229876	1.41E-05	7.3E-05	4.1366771399	ENSG00000078177	N4BP2
ENSG00000231952	5.07203959	0.585462103	0.569978583	1.027165091	0.304342733	0.398738763	0.3993115428	ENSG00000231952	DPY19L1P2
ENSG00000151327	272.2798802	0.585412918	0.113251214	5.16915357	2.35E-07	1.62E-06	5.7904849855	ENSG00000151327	FAM177A1
ENSG00000275132	3.684265389	0.585407468	0.717907356	0.815435951	0.414822813	0.508555349	0.2936617734	ENSG00000275132	RN7SL663P
ENSG00000089723	21.04427058	0.585324276	0.308522619	1.897184323	0.057803615	0.108878905	0.9630562555	ENSG00000089723	OTUB2
ENSG00000164144	324.2224129	0.584993176	0.127316119	4.594808437	4.33E-06	2.44E-05	4.6126101737	ENSG00000164144	ARFIP1
ENSG00000255302	2439.50314	0.584909107	0.146208001	4.000527353	6.32E-05	0.000289764	3.5379555718	ENSG00000255302	EID1
ENSG00000236281	0.805165727	0.584833496	1.435261377	0.407475256	0.683658964	0.751768269	0.1239160091	ENSG00000236281	NDUFB9P2
ENSG00000115239	133.1223968	0.584831028	0.177094439	3.302368112	0.000958722	0.003374926	2.4717357452	ENSG00000115239	ASB3
ENSG00000198974	1.632501139	0.584790272	0.990834327	0.590199851	0.555056672	0.639184004	0.1943741021	ENSG00000198974	MIR30E
ENSG00000165389	369.0648094	0.584753622	0.108758851	5.376607196	7.59E-08	5.62E-07	6.2502636844	ENSG00000165389	SPTSSA
ENSG00000226059	0.697286864	0.584480898	1.316095374	0.444102236	0.65696867	0.728898272	0.1373330794	ENSG00000226059	HMGB3P20
ENSG00000215630	1.965747931	0.58442852	0.880581303	0.663684907	0.506892001	0.595064948	0.2254356309	ENSG00000215630	GUSBP9
ENSG00000143222	316.0112717	0.584410528	0.141199837	4.138889549	3.49E-05	0.000168371	3.7737327087	ENSG00000143222	UFC1
ENSG00000287574	4.51557896	0.584352063	0.609952989	0.958028035	0.338048622	0.432980173	0.3635319904	ENSG00000287574	
ENSG00000227018	3.421124283	0.584222853	0.611309182	0.955691278	0.33922823	0.434108157	0.3624020536	ENSG00000227018	IL6STP1
ENSG00000157107	323.4393261	0.584056945	0.145705575	4.008473544	6.11E-05	0.000280773	3.5516446576	ENSG00000157107	FCHO2
ENSG00000257698	40.2347177	0.584049988	0.228847084	2.55214083	0.010706323	0.027431052	1.5617575366	ENSG00000257698	GIHCG
ENSG00000008869	194.6406294	0.583924215	0.171951074	3.395874201	0.000684098	0.002497963	2.6024139987	ENSG00000008869	HEATR5B
ENSG00000224186	30.66309389	0.58343413	0.340150133	1.715225345	0.08630392	0.148753789	0.8275319633	ENSG00000224186	C5orf66
ENSG00000187240	597.6860611	0.58338096	0.090764061	6.427444479	1.30E-10	1.39E-09	8.8569851997	ENSG00000187240	DYNC2H1
ENSG00000230732	50.19183454	0.583304668	0.212582227	2.743901387	0.006071377	0.016956602	1.7706611733	ENSG00000230732	
ENSG00000277368	0.940127233	0.583274993	1.171427157	0.497918278	0.618541644	0.695714832	0.1575687378	ENSG00000277368	
ENSG00000260773	1.541740172	0.583211988	1.080766029	0.539628349	0.589453362	0.669560002	0.174210498	ENSG00000260773	
ENSG00000162236	190.5879104	0.582952206	0.189226014	3.080719159	0.002065013	0.006681337	2.1751366223	ENSG00000162236	STX5
ENSG00000266265	0.853737792	0.582895503	1.170800083	0.497860831	0.618582136	0.695714832	0.1575687378	ENSG00000266265	KLF14
ENSG00000163207	1.285892256	0.582736147	1.098869512	0.530305137	0.595900385	0.675344334	0.1704747394	ENSG00000163207	IVL
ENSG00000168939	41.89296768	0.582632431	0.190419684	3.059727958	0.002215381	0.007103853	2.148506034	ENSG00000168939	SPRY3
ENSG00000239559	36.01190702	0.582564378	0.266196093	2.18847832	0.028634779	0.062067727	1.2071341587	ENSG00000239559	RPL37P2
ENSG00000121377	0.721008556	0.582523584	1.799760121	0.323667347	0.746189894	0.80411507	0.0946817987	ENSG00000121377	TAS2R7
ENSG00000239082	1.136204159	0.5824201	1.16832923	0.49850683	0.618126857	0.695394607	0.1577686817	ENSG00000239082	RNU7-170P
ENSG00000233807	2.442912066	0.582108646	0.733719375	0.793366872	0.427564106	0.520906115	0.2832405443	ENSG00000233807	AMZ2P3
ENSG00000172661	141.5263868	0.582045714	0.162574398	3.580180657	0.000343357	0.001349031	2.8699780704	ENSG00000172661	WASHC2C
ENSG00000253476	10.25694083	0.582040742	0.399795328	1.455846783	0.14543498	0.223016773	0.6516624726	ENSG00000253476	
ENSG00000092108	218.2045211	0.582030422	0.198782932	2.927969804	0.003411832	0.010321092	1.9862743507	ENSG00000092108	SCFD1
ENSG00000207546	0.686814765	0.581915988	1.488712991	0.390885276	0.695882038	0.762422833	0.1178041059	ENSG00000207546	MIR548C
ENSG00000160785	446.2479244	0.581778514	0.229750899	2.532214306	0.011334469	0.028725341	1.5417348071	ENSG00000160785	SLC25A44
ENSG00000263895	5.397832264	0.581712006	0.509383992	1.141991141	0.253457702	0.345403209	0.4616736319	ENSG00000263895	
ENSG00000151746	382.390812	0.581586707	0.124547593	4.669594097	3.02E-06	1.75E-05	4.7569619513	ENSG00000151746	BICD1
ENSG00000250151	0.631264751	0.581448428	1.640959182	0.354334486	0.723088226	0.784982483	0.1051400345	ENSG00000250151	ARPC4-TTLL3
ENSG00000287698	1.719157087	0.581222971	0.903236693	0.643489105	0.519906782	0.606697174	0.217028028	ENSG00000287698	
ENSG00000222030	0.699817167	0.581176729	1.429057682	0.406685284	0.68423915	0.752291367	0.1236139219	ENSG00000222030	LINC01793
ENSG00000204622	8.360412479	0.581056455	0.447945649	1.297158387	0.194576695	0.280256226	0.5524447306	ENSG00000204622	HLA-J
ENSG00000235217	9.202331771	0.580920552	0.452685838	1.283275293	0.199395646	0.285695227	0.5440970151	ENSG00000235217	TSPY26P
ENSG00000164294	679.0085213	0.580795551	0.179201683	3.241016158	0.001191044	0.00410366	2.3868286289	ENSG00000164294	GPX8
ENSG00000272047	0.664952751	0.580740837	1.501431922	0.386791321	0.698910703	0.764964099	0.1163589465	ENSG00000272047	GTF2H5
ENSG00000178201	4.025676355	0.580653999	0.65248753	0.889908193	0.373515184	0.468120344	0.3296424845	ENSG00000178201	VN1R1
ENSG00000253214	1.723577062	0.580421424	1.005319369	0.577350285	0.563702851	0.646701911	0.1892958557	ENSG00000253214	
ENSG00000205423	151.7962481	0.580386599	0.137880464	4.209346131	2.56E-05	0.000126446	3.8980949046	ENSG00000205423	CNEP1R1
ENSG00000087085	0.756138936	0.58034723	1.317218606	0.440585357	0.659513205	0.730920166	0.1361300558	ENSG00000087085	ACHE
ENSG00000275180	46.42648447	0.580181394	0.21065893	2.754126747	0.005884897	0.016507564	1.7823170103	ENSG00000275180	
ENSG00000213625	620.9084868	0.580116593	0.104588983	5.546631957	2.91E-08	2.28E-07	6.642065153	ENSG00000213625	LEPROT
ENSG00000261471	0.717350442	0.579976916	1.403919575	0.413112636	0.679524092	0.748263965	0.1259451691	ENSG00000261471	
ENSG00000279513	8.984501036	0.579951465	0.410237836	1.413695702	0.157451268	0.237335154	0.6246379295	ENSG00000279513	
ENSG00000228121	0.855496614	0.57984123	1.188650181	0.487814867	0.62568098	0.701902553	0.1537231779	ENSG00000228121	PHBP3
ENSG00000281026	162.4926557	0.57979828	0.199132046	2.911627202	0.003595515	0.010810171	1.9661674361	ENSG00000281026	N4BP2L2-IT2
ENSG00000183154	1.367005645	0.579673045	0.990733207	0.585094999	0.558483841	0.642068026	0.1924189567	ENSG00000183154	
ENSG00000184384	576.2003022	0.579500668	0.169198959	3.424965916	0.000614877	0.002270774	2.643826087	ENSG00000184384	MAML2
ENSG00000168781	103.1046571	0.579474679	0.165836466	3.494253661	0.000475389	0.001804933	2.7435389147	ENSG00000168781	PPIP5K1
ENSG00000090612	239.8900016	0.579411129	0.196602558	2.947118977	0.003207498	0.009785387	2.0094219939	ENSG00000090612	ZNF268
ENSG00000259321	3.568442341	0.579336626	0.583958132	0.992085895	0.321155626	0.415488809	0.3814406692	ENSG00000259321	
ENSG00000163132	79.81937785	0.579122228	0.249274395	2.323231904	0.020166698	0.046507471	1.3324772761	ENSG00000163132	MSX1
ENSG00000165655	60.84857517	0.578826348	0.200184852	2.891459279	0.003834573	0.011416895	1.9424519931	ENSG00000165655	ZNF503
ENSG00000134871	736.964425	0.578789751	0.163064064	3.54946232	0.000386019	0.001497247	2.8247065484	ENSG00000134871	COL4A2
ENSG00000204446	1.518621896	0.578776966	1.107017915	0.522825294	0.601095836	0.680101658	0.1674261664	ENSG00000204446	LINC02872
ENSG00000230666	2.744483929	0.578710688	0.721545538	0.802043194	0.422527973	0.516031676	0.2873236389	ENSG00000230666	CEACAM22P
ENSG00000258458	4.418916872	0.57867644	0.602207029	0.96092608	0.336589336	0.431557921	0.3649609078	ENSG00000258458	
ENSG00000095787	1302.790289	0.578652121	0.088249333	6.557014097	5.49E-11	6.15E-10	9.2111248842	ENSG00000095787	WAC
ENSG00000267064	7.225356196	0.578609637	0.42458777	1.362756251	0.172959343	0.255194684	0.5931283767	ENSG00000267064	UXT-AS1
ENSG00000140262	976.5451994	0.578584193	0.112649731	5.136134719	2.80E-07	1.91E-06	5.7189666328	ENSG00000140262	TCF12
ENSG00000279504	2.386377485	0.578452363	0.787318865	0.734711676	0.462515108	0.553830876	0.2566228361	ENSG00000279504	
ENSG00000123349	587.5614952	0.57830637	0.107827168	5.363271414	8.17E-08	6.03E-07	6.2196826879	ENSG00000123349	PFDN5
ENSG00000129744	0.612753685	0.578269747	1.6644353	0.347426991	0.728270559	0.789396852	0.1027046098	ENSG00000129744	ART1
ENSG00000227879	2.278766768	0.578161404	0.78157456	0.739739282	0.459458208	0.550895123	0.2589310724	ENSG00000227879	PSPC1P1
ENSG00000247746	9.327531131	0.578055456	0.451824172	1.279381434	0.200762769	0.287221643	0.5417828378	ENSG00000247746	USP51
ENSG00000272130	2.702681838	0.578051005	0.800419317	0.722185226	0.470180605	0.560838264	0.2511623637	ENSG00000272130	
ENSG00000161040	55.90048597	0.578014566	0.21431701	2.697007413	0.006996571	0.019171834	1.71733634	ENSG00000161040	FBXL13
ENSG00000284623	0.723426745	0.577517595	2.181722774	0.26470714	0.791235077	0.840427781	0.0754996001	ENSG00000284623	LINC02786
ENSG00000122545	1219.976469	0.577452656	0.077910265	7.411766016	1.25E-13	1.89E-12	11.723538196	ENSG00000122545	SEPTIN7
ENSG00000236654	1.985728282	0.577391773	0.940201307	0.614115051	0.539139303	0.624168206	0.2046983573	ENSG00000236654	
ENSG00000229807	10896.34742	0.57718194	0.240983771	2.395107094	0.016615511	0.03963137	1.4019609145	ENSG00000229807	XIST
ENSG00000201499	2.304733202	0.57691165	0.753608572	0.76553223	0.443954682	0.536685598	0.2702800589	ENSG00000201499	RNU6-312P
ENSG00000267088	3.056163097	0.576858783	0.779378457	0.740152333	0.459207567	0.550753973	0.2590423613	ENSG00000267088	
ENSG00000258884	3.508088857	0.576794596	0.766807734	0.752202371	0.451929368	0.544375393	0.2641015141	ENSG00000258884	LINC02321
ENSG00000197536	54.88825284	0.576791109	0.299511453	1.925773136	0.054132707	0.103357481	0.9856580837	ENSG00000197536	IRF1-AS1
ENSG00000253825	1.00070705	0.576750502	1.21537117	0.474546802	0.635110032	0.710082145	0.1486914075	ENSG00000253825	
ENSG00000258645	2.047963644	0.576741552	0.867615115	0.664743551	0.506214533	0.594374092	0.2259401292	ENSG00000258645	HSPE1P2
ENSG00000198133	43.49164662	0.576591396	0.240091046	2.401553104	0.016325639	0.039073906	1.4081131726	ENSG00000198133	TMEM229B
ENSG00000052749	809.7501958	0.576448692	0.351852312	1.638325719	0.101353765	0.168922942	0.7723113634	ENSG00000052749	RRP12
ENSG00000171100	2.675198624	0.576423018	0.80022226	0.720328647	0.471322671	0.561919586	0.2503258301	ENSG00000171100	MTM1
ENSG00000164002	50.80488907	0.57641109	0.202691059	2.843791404	0.004458022	0.012987174	1.8864853408	ENSG00000164002	EXO5
ENSG00000113916	439.735048	0.576258771	0.207206629	2.781082698	0.005417793	0.015374197	1.8132075583	ENSG00000113916	BCL6
ENSG00000244485	12.08420648	0.576124072	0.376206889	1.531402238	0.125670011	0.199135515	0.7008512784	ENSG00000244485	RPL18P13
ENSG00000220323	39.84652868	0.576119137	0.264358511	2.179309963	0.02930865	0.063277886	1.1987480383	ENSG00000220323	H2BC19P
ENSG00000081019	296.1906245	0.57603929	0.217589888	2.647362405	0.008112236	0.021740247	1.662735526	ENSG00000081019	RSBN1
ENSG00000280010	21.94074859	0.575832699	0.271309568	2.122419433	0.033802532	0.071019976	1.1486194788	ENSG00000280010	
ENSG00000287292	6.165609546	0.575608499	0.54790259	1.050567215	0.293457405	0.387685995	0.4115198874	ENSG00000287292	
ENSG00000234264	2.891975518	0.57548508	0.744192061	0.773301827	0.439343775	0.532462067	0.2737113263	ENSG00000234264	DEPDC1-AS1
ENSG00000065135	1556.45344	0.575385791	0.124739425	4.612701953	3.97E-06	2.26E-05	4.6458915609	ENSG00000065135	GNAI3
ENSG00000234917	2.741817453	0.575346021	0.686273778	0.838362238	0.401827291	0.49619312	0.3043492618	ENSG00000234917	
ENSG00000227195	3.487615932	0.575123785	0.681516882	0.843887804	0.398732104	0.49328292	0.3069039218	ENSG00000227195	MIR663AHG
ENSG00000233930	3.17709214	0.57512303	0.695563089	0.826845241	0.408324784	0.502545583	0.2988245398	ENSG00000233930	KRTAP5-AS1
ENSG00000259005	2.160805071	0.574729875	0.88669095	0.648173837	0.516872522	0.604026669	0.218943886	ENSG00000259005	
ENSG00000115355	1147.391449	0.574713171	0.189265093	3.036551332	0.002393014	0.007591817	2.1196542691	ENSG00000115355	CCDC88A
ENSG00000156097	1.845388588	0.574585899	0.975844839	0.588808667	0.555989631	0.639971523	0.1938393505	ENSG00000156097	GPR61
ENSG00000102316	382.5354985	0.57419177	0.164991901	3.48012094	0.000501187	0.001892343	2.723000142	ENSG00000102316	MAGED2
ENSG00000107187	1.426097456	0.573786757	1.012248513	0.566843764	0.570820334	0.653260208	0.1849137952	ENSG00000107187	LHX3
ENSG00000140396	487.1461105	0.573736422	0.186030124	3.084104926	0.002041656	0.006610887	2.1797402662	ENSG00000140396	NCOA2
ENSG00000213885	7.818985121	0.57365151	0.460130712	1.246714238	0.212502296	0.300426527	0.5222617227	ENSG00000213885	RPL13AP7
ENSG00000265996	0.611831473	0.573477977	1.501712255	0.381882731	0.70254835	0.76811401	0.1145743135	ENSG00000265996	MIR3671
ENSG00000109083	108.6833201	0.573073324	0.14884058	3.850249191	0.000117998	0.0005123	3.2904756441	ENSG00000109083	IFT20
ENSG00000133961	546.8963593	0.572598267	0.144138157	3.972565482	7.11E-05	0.00032293	3.4908916074	ENSG00000133961	NUMB
ENSG00000218180	0.640912079	0.572554155	1.412373123	0.405384487	0.685194912	0.753035769	0.1231843944	ENSG00000218180	SLC25A5P7
ENSG00000179630	96.02532837	0.572343427	0.225106824	2.542541438	0.011004955	0.02804559	1.5521354192	ENSG00000179630	LACC1
ENSG00000215417	324.2058804	0.572168198	0.213403592	2.681155425	0.007336843	0.019966639	1.6996950341	ENSG00000215417	MIR17HG
ENSG00000075292	2032.096833	0.57183278	0.137539066	4.157602602	3.22E-05	0.000156128	3.8065192036	ENSG00000075292	ZNF638
ENSG00000168389	129.0738704	0.571645968	0.416229708	1.373390599	0.169630951	0.25136413	0.5996966966	ENSG00000168389	MFSD2A
ENSG00000250587	0.632057179	0.571507663	1.486893698	0.384363498	0.700709051	0.766454308	0.1155137304	ENSG00000250587	HPRT1P2
ENSG00000123836	208.5958377	0.571317854	0.124975343	4.57144459	4.84E-06	2.7E-05	4.5686362358	ENSG00000123836	PFKFB2
ENSG00000274340	3.301942143	0.571204539	0.74007126	0.7718237	0.440218853	0.533335595	0.2729994304	ENSG00000274340	
ENSG00000279718	2.999678287	0.571170113	0.955866433	0.597541763	0.550145733	0.634666603	0.1974543542	ENSG00000279718	SNX18P12
ENSG00000261663	2.449957803	0.571094957	0.820704445	0.695859466	0.486516844	0.576515383	0.2391891001	ENSG00000261663	
ENSG00000077097	1075.55392	0.571039863	0.180832366	3.157841011	0.001589422	0.005301471	2.2756036099	ENSG00000077097	TOP2B
ENSG00000167995	16.80337184	0.570693214	0.289381806	1.972111589	0.048596869	0.094959073	1.0224635337	ENSG00000167995	BEST1
ENSG00000254694	6.340486903	0.570390949	0.480119812	1.188017937	0.234826343	0.32510673	0.4879740401	ENSG00000254694	
ENSG00000163069	1.727624945	0.569981418	1.024670239	0.556258391	0.578034227	0.659459735	0.1808117163	ENSG00000163069	SGCB
ENSG00000175215	1355.706315	0.569631054	0.188701538	3.018687934	0.002538719	0.007999359	2.0969448122	ENSG00000175215	CTDSP2
ENSG00000271361	43.44195478	0.569557598	0.230415401	2.471872957	0.013440727	0.033160585	1.4793778165	ENSG00000271361	HTATSF1P2
ENSG00000283475	5.770248383	0.569366705	0.570354402	0.998268275	0.318149287	0.412635375	0.3844335429	ENSG00000283475	MIR1244-4
ENSG00000172803	2.538065121	0.569287864	0.740568921	0.768716925	0.442061375	0.534938949	0.2716957799	ENSG00000172803	SNX32
ENSG00000156256	524.0628671	0.569277349	0.075621459	7.527986829	5.15E-14	8.07E-13	12.093126465	ENSG00000156256	USP16
ENSG00000157214	484.8277656	0.569057172	0.200253901	2.841678337	0.004487674	0.013063302	1.8839470329	ENSG00000157214	STEAP2
ENSG00000254510	1.723521713	0.568909419	0.966014265	0.58892445	0.555911955	0.639929212	0.1938680644	ENSG00000254510	
ENSG00000234006	0.862622538	0.568887575	1.311506209	0.433766589	0.664457946	0.735034458	0.133692301	ENSG00000234006	DDX39B-AS1
ENSG00000288089	0.643857007	0.568697385	1.500365006	0.379039356	0.704658639	0.769841637	0.1135986037	ENSG00000288089	
ENSG00000143570	17.48691285	0.568483236	0.373609506	1.521597355	0.128110001	0.201950594	0.6947548651	ENSG00000143570	SLC39A1
ENSG00000121989	104.1461833	0.568351697	0.267400678	2.125468418	0.033547547	0.070621963	1.151060215	ENSG00000121989	ACVR2A
ENSG00000172799	8.789628748	0.568034141	0.407850013	1.39275254	0.163694635	0.244473296	0.6117685723	ENSG00000172799	ZBTB8OSP2
ENSG00000121774	1045.522351	0.568026348	0.073115152	7.768927988	7.92E-15	1.36E-13	12.866461092	ENSG00000121774	KHDRBS1
ENSG00000268606	0.644096061	0.567947422	1.628503701	0.348754148	0.727273889	0.788526688	0.1031836032	ENSG00000268606	MAGEA2
ENSG00000272551	1.067473506	0.567427708	1.449344448	0.391506456	0.695422918	0.762044798	0.1180194972	ENSG00000272551	
ENSG00000240057	8.692270065	0.567326434	0.464325584	1.221828936	0.221772324	0.311056801	0.5071602987	ENSG00000240057	
ENSG00000104064	264.0203437	0.567247618	0.147562449	3.844119019	0.000120986	0.000523913	3.2807408251	ENSG00000104064	GABPB1
ENSG00000197444	2.88950149	0.567067899	0.703014376	0.806623475	0.419883445	0.513459051	0.2894941862	ENSG00000197444	OGDHL
ENSG00000105928	509.7278568	0.567020365	0.204422747	2.773763554	0.005541194	0.015675097	1.804789763	ENSG00000105928	GSDME
ENSG00000156515	40.16951362	0.566901083	0.361846747	1.56668835	0.117187555	0.188629607	0.7243901401	ENSG00000156515	HK1
ENSG00000150991	5194.58913	0.566898465	0.185672094	3.05322384	0.00226397	0.007233825	2.1406320019	ENSG00000150991	UBC
ENSG00000276535	1.18916108	0.566707778	1.258505739	0.450302101	0.652492625	0.725184802	0.1395513062	ENSG00000276535	
ENSG00000180776	1030.563278	0.566641177	0.139569132	4.059931952	4.91E-05	0.000230203	3.637889021	ENSG00000180776	ZDHHC20
ENSG00000164325	1.347674532	0.566592235	1.37479017	0.412129973	0.680244161	0.748925569	0.125561342	ENSG00000164325	TMEM174
ENSG00000277135	0.64583554	0.566487515	1.827642273	0.309955358	0.756594905	0.812679525	0.0900806819	ENSG00000277135	
ENSG00000141401	128.3832504	0.566409141	0.189189786	2.993867446	0.002754656	0.008583404	2.0663404458	ENSG00000141401	IMPA2
ENSG00000236762	0.72465375	0.566233771	1.492520602	0.379380875	0.704405051	0.769665294	0.1136980963	ENSG00000236762	RPL19P16
ENSG00000207370	17.32763196	0.566097776	0.313218719	1.807356145	0.070706767	0.127544071	0.8943397252	ENSG00000207370	Y_RNA
ENSG00000170426	1.132963367	0.565814846	1.067707644	0.529934246	0.596157521	0.675524714	0.1703587577	ENSG00000170426	SDR9C7
ENSG00000243014	3.216863999	0.565791206	0.805955745	0.702012746	0.482671215	0.57283227	0.2419725244	ENSG00000243014	PTMAP8
ENSG00000287858	1.594304443	0.565436868	1.116964706	0.506226262	0.612697821	0.690748235	0.1606802161	ENSG00000287858	
ENSG00000126870	167.0715614	0.565139761	0.155425355	3.636084728	0.000276813	0.001110445	2.9545029471	ENSG00000126870	DYNC2I1
ENSG00000275457	8.203881878	0.565136491	0.475647304	1.188141899	0.234777509	0.32506607	0.4880283593	ENSG00000275457	
ENSG00000243572	0.909591555	0.56506775	1.278473488	0.441986287	0.658499129	0.730014303	0.1366686308	ENSG00000243572	LINC02017
ENSG00000163840	932.6823289	0.565031638	0.096226812	5.871873202	4.31E-09	3.78E-08	7.4225082002	ENSG00000163840	DTX3L
ENSG00000226043	7.136136461	0.564500603	0.448065525	1.259861721	0.20771925	0.295038186	0.5301217708	ENSG00000226043	
ENSG00000167081	273.410231	0.564491243	0.132061803	4.27444749	1.92E-05	9.68E-05	4.0141246427	ENSG00000167081	PBX3
ENSG00000207475	9.002679273	0.564285958	0.403258388	1.399316106	0.161718212	0.242214721	0.6157994654	ENSG00000207475	SNORA80E
ENSG00000255992	1.47878238	0.564248047	0.99121285	0.569250134	0.569186403	0.651792294	0.1858907784	ENSG00000255992	
